4.2983 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
28.2033 	EXP 	Created end_practice_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='end_practice_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.2076 	EXP 	Created fixation_stim = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation_stim', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05, 0.05]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
28.2156 	EXP 	Created stim_flash_1 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='stim_flash_1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
28.2229 	EXP 	Created stim_flash_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='stim_flash_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
28.2230 	EXP 	Sound sound_1 set volume 1.000
28.2230 	EXP 	Sound sound_2 set volume 1.000
28.2296 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='How many flashes?', units='height', win=Window(...), wrapWidth=1)
28.2318 	EXP 	Created block_message1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='block_message1', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.2405 	EXP 	Created block_message2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='block_message2', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.15]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.2467 	EXP 	Created end_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='end_text', opacity=1.0, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='Results:', units='height', win=Window(...), wrapWidth=1)
28.2484 	EXP 	Created end_text_1 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='end_text_1', opacity=1.0, ori=0.0, pos=array([-0.2 ,  0.25]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.2505 	EXP 	Created end_text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='end_text_2', opacity=1.0, ori=0.0, pos=array([0.2 , 0.25]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.2527 	EXP 	Created end_text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='end_text_3', opacity=1.0, ori=0.0, pos=array([-0.3 , -0.05]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.2547 	EXP 	Created end_text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='end_text_4', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.05]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.2569 	EXP 	Created end_text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='end_text_5', opacity=1.0, ori=0.0, pos=array([ 0.35, -0.05]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
28.2676 	EXP 	Created end_text_space = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='end_text_space', opacity=1.0, ori=0.0, pos=array([ 0.  , -0.35]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
28.4017 	EXP 	instruct_text: autoDraw = True
29.5388 	DATA 	Keypress: space
30.3403 	DATA 	Keypress: space
32.3689 	EXP 	Imported stim_conds.csv as conditions, 8 conditions, 7 params
32.3757 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
32.3773 	EXP 	New trial (rep=0, index=0): OrderedDict([('cond', 4), ('flash_n', 2), ('flash_play_1', 1), ('flash_play_2', 1), ('beep_n', 1), ('beep_play_1', 1), ('beep_play_2', 0)])
32.3993 	DATA 	Keypress: space
32.4105 	EXP 	instruct_text: autoDraw = False
32.4105 	EXP 	fixation_stim: autoDraw = True
32.9165 	EXP 	fixation_stim: autoDraw = False
32.9165 	EXP 	fixation_stim: autoDraw = False
32.9165 	EXP 	stim_flash_1: autoDraw = True
32.9384 	EXP 	stim_flash_1: autoDraw = False
32.9707 	EXP 	stim_flash_2: autoDraw = True
32.9906 	EXP 	stim_flash_2: autoDraw = False
32.9906 	EXP 	stim_flash_1: autoDraw = False
32.9906 	EXP 	stim_flash_2: autoDraw = False
32.9906 	EXP 	text: autoDraw = True
35.0998 	DATA 	Keypress: 2
35.1133 	EXP 	text: autoDraw = False
35.1133 	EXP 	feedback_text1: height = 0.05
35.1133 	EXP 	feedback_text1: height = 0.05
35.1133 	EXP 	feedback_text1: height = 0.05
35.1133 	EXP 	feedback_text1: text = 'Correct! There were 2 flashes.'
35.1133 	EXP 	feedback_text1: autoDraw = True
35.1133 	EXP 	feedback_text2: autoDraw = True
35.6522 	EXP 	New trial (rep=0, index=1): OrderedDict([('cond', 2), ('flash_n', 0), ('flash_play_1', 0), ('flash_play_2', 0), ('beep_n', 1), ('beep_play_1', 1), ('beep_play_2', 0)])
35.6565 	DATA 	Keypress: space
35.6657 	EXP 	feedback_text1: autoDraw = False
35.6657 	EXP 	feedback_text2: autoDraw = False
35.6657 	EXP 	fixation_stim: autoDraw = True
36.1802 	EXP 	fixation_stim: autoDraw = False
36.1802 	EXP 	fixation_stim: autoDraw = False
36.1802 	EXP 	stim_flash_1: autoDraw = True
36.1956 	EXP 	stim_flash_1: autoDraw = False
36.2290 	EXP 	stim_flash_2: autoDraw = True
36.2448 	EXP 	stim_flash_2: autoDraw = False
36.2448 	EXP 	stim_flash_1: autoDraw = False
36.2448 	EXP 	stim_flash_2: autoDraw = False
36.2448 	EXP 	text: autoDraw = True
37.2285 	DATA 	Keypress: 0
37.2384 	EXP 	text: autoDraw = False
37.2384 	EXP 	feedback_text1: height = 0.05
37.2384 	EXP 	feedback_text1: height = 0.05
37.2384 	EXP 	feedback_text1: height = 0.05
37.2384 	EXP 	feedback_text1: text = 'Correct! There were 0 flashes.'
37.2384 	EXP 	feedback_text1: autoDraw = True
37.2384 	EXP 	feedback_text2: autoDraw = True
37.4464 	EXP 	New trial (rep=0, index=2): OrderedDict([('cond', 0), ('flash_n', 1), ('flash_play_1', 1), ('flash_play_2', 0), ('beep_n', 0), ('beep_play_1', 0), ('beep_play_2', 0)])
37.4498 	DATA 	Keypress: space
37.4589 	EXP 	feedback_text1: autoDraw = False
37.4589 	EXP 	feedback_text2: autoDraw = False
37.4589 	EXP 	fixation_stim: autoDraw = True
37.9627 	EXP 	fixation_stim: autoDraw = False
37.9627 	EXP 	fixation_stim: autoDraw = False
37.9627 	EXP 	stim_flash_1: autoDraw = True
37.9786 	EXP 	stim_flash_1: autoDraw = False
38.0119 	EXP 	stim_flash_2: autoDraw = True
38.0286 	EXP 	stim_flash_2: autoDraw = False
38.0286 	EXP 	stim_flash_1: autoDraw = False
38.0286 	EXP 	stim_flash_2: autoDraw = False
38.0286 	EXP 	text: autoDraw = True
38.6124 	DATA 	Keypress: 1
38.6223 	EXP 	text: autoDraw = False
38.6223 	EXP 	feedback_text1: height = 0.05
38.6223 	EXP 	feedback_text1: height = 0.05
38.6223 	EXP 	feedback_text1: height = 0.05
38.6223 	EXP 	feedback_text1: text = 'Correct! There was 1 flash.'
38.6223 	EXP 	feedback_text1: autoDraw = True
38.6223 	EXP 	feedback_text2: autoDraw = True
39.0319 	EXP 	New trial (rep=0, index=3): OrderedDict([('cond', 7), ('flash_n', 2), ('flash_play_1', 1), ('flash_play_2', 1), ('beep_n', 2), ('beep_play_1', 1), ('beep_play_2', 1)])
39.0380 	DATA 	Keypress: space
39.0468 	EXP 	feedback_text1: autoDraw = False
39.0468 	EXP 	feedback_text2: autoDraw = False
39.0468 	EXP 	fixation_stim: autoDraw = True
39.5555 	EXP 	fixation_stim: autoDraw = False
39.5555 	EXP 	fixation_stim: autoDraw = False
39.5555 	EXP 	stim_flash_1: autoDraw = True
39.5698 	EXP 	stim_flash_1: autoDraw = False
39.6180 	EXP 	stim_flash_2: autoDraw = True
39.6355 	EXP 	stim_flash_2: autoDraw = False
39.6355 	EXP 	stim_flash_1: autoDraw = False
39.6355 	EXP 	stim_flash_2: autoDraw = False
39.6355 	EXP 	text: autoDraw = True
40.1119 	DATA 	Keypress: 2
40.1211 	EXP 	text: autoDraw = False
40.1211 	EXP 	feedback_text1: height = 0.05
40.1211 	EXP 	feedback_text1: height = 0.05
40.1211 	EXP 	feedback_text1: height = 0.05
40.1211 	EXP 	feedback_text1: text = 'Correct! There were 2 flashes.'
40.1211 	EXP 	feedback_text1: autoDraw = True
40.1211 	EXP 	feedback_text2: autoDraw = True
40.5361 	EXP 	New trial (rep=0, index=4): OrderedDict([('cond', 3), ('flash_n', 1), ('flash_play_1', 1), ('flash_play_2', 0), ('beep_n', 1), ('beep_play_1', 1), ('beep_play_2', 0)])
40.5398 	DATA 	Keypress: space
40.5492 	EXP 	feedback_text1: autoDraw = False
40.5492 	EXP 	feedback_text2: autoDraw = False
40.5492 	EXP 	fixation_stim: autoDraw = True
41.0618 	EXP 	fixation_stim: autoDraw = False
41.0618 	EXP 	fixation_stim: autoDraw = False
41.0618 	EXP 	stim_flash_1: autoDraw = True
41.0782 	EXP 	stim_flash_1: autoDraw = False
41.1115 	EXP 	stim_flash_2: autoDraw = True
41.1280 	EXP 	stim_flash_2: autoDraw = False
41.1280 	EXP 	stim_flash_1: autoDraw = False
41.1280 	EXP 	stim_flash_2: autoDraw = False
41.1280 	EXP 	text: autoDraw = True
42.5110 	DATA 	Keypress: 1
42.5197 	EXP 	text: autoDraw = False
42.5197 	EXP 	feedback_text1: height = 0.05
42.5197 	EXP 	feedback_text1: height = 0.05
42.5197 	EXP 	feedback_text1: height = 0.05
42.5197 	EXP 	feedback_text1: text = 'Correct! There was 1 flash.'
42.5197 	EXP 	feedback_text1: autoDraw = True
42.5197 	EXP 	feedback_text2: autoDraw = True
42.9845 	DATA 	Keypress: space
42.9996 	EXP 	New trial (rep=0, index=5): OrderedDict([('cond', 5), ('flash_n', 0), ('flash_play_1', 0), ('flash_play_2', 0), ('beep_n', 2), ('beep_play_1', 1), ('beep_play_2', 1)])
43.0146 	EXP 	feedback_text1: autoDraw = False
43.0146 	EXP 	feedback_text2: autoDraw = False
43.0146 	EXP 	fixation_stim: autoDraw = True
43.5290 	EXP 	fixation_stim: autoDraw = False
43.5290 	EXP 	fixation_stim: autoDraw = False
43.5290 	EXP 	stim_flash_1: autoDraw = True
43.5449 	EXP 	stim_flash_1: autoDraw = False
43.5790 	EXP 	stim_flash_2: autoDraw = True
43.5948 	EXP 	stim_flash_2: autoDraw = False
43.5948 	EXP 	stim_flash_1: autoDraw = False
43.5948 	EXP 	stim_flash_2: autoDraw = False
43.5948 	EXP 	text: autoDraw = True
44.2261 	DATA 	Keypress: 0
44.2353 	EXP 	text: autoDraw = False
44.2353 	EXP 	feedback_text1: height = 0.05
44.2353 	EXP 	feedback_text1: height = 0.05
44.2353 	EXP 	feedback_text1: height = 0.05
44.2353 	EXP 	feedback_text1: text = 'Correct! There were 0 flashes.'
44.2353 	EXP 	feedback_text1: autoDraw = True
44.2353 	EXP 	feedback_text2: autoDraw = True
44.4976 	EXP 	New trial (rep=0, index=6): OrderedDict([('cond', 1), ('flash_n', 2), ('flash_play_1', 1), ('flash_play_2', 1), ('beep_n', 0), ('beep_play_1', 0), ('beep_play_2', 0)])
44.5005 	DATA 	Keypress: space
44.5132 	EXP 	feedback_text1: autoDraw = False
44.5132 	EXP 	feedback_text2: autoDraw = False
44.5132 	EXP 	fixation_stim: autoDraw = True
45.0305 	EXP 	fixation_stim: autoDraw = False
45.0305 	EXP 	fixation_stim: autoDraw = False
45.0305 	EXP 	stim_flash_1: autoDraw = True
45.0469 	EXP 	stim_flash_1: autoDraw = False
45.0791 	EXP 	stim_flash_2: autoDraw = True
45.0954 	EXP 	stim_flash_2: autoDraw = False
45.0954 	EXP 	stim_flash_1: autoDraw = False
45.0954 	EXP 	stim_flash_2: autoDraw = False
45.0954 	EXP 	text: autoDraw = True
45.8594 	DATA 	Keypress: 1
45.8680 	EXP 	text: autoDraw = False
45.8680 	EXP 	feedback_text1: height = 0.05
45.8680 	EXP 	feedback_text1: height = 0.05
45.8680 	EXP 	feedback_text1: height = 0.05
45.8680 	EXP 	feedback_text1: text = 'Incorrect. There were 2 flashes.'
45.8680 	EXP 	feedback_text1: autoDraw = True
45.8680 	EXP 	feedback_text2: autoDraw = True
46.2306 	EXP 	New trial (rep=0, index=7): OrderedDict([('cond', 6), ('flash_n', 1), ('flash_play_1', 1), ('flash_play_2', 0), ('beep_n', 2), ('beep_play_1', 1), ('beep_play_2', 1)])
46.2343 	DATA 	Keypress: space
46.2471 	EXP 	feedback_text1: autoDraw = False
46.2471 	EXP 	feedback_text2: autoDraw = False
46.2471 	EXP 	fixation_stim: autoDraw = True
46.7619 	EXP 	fixation_stim: autoDraw = False
46.7619 	EXP 	fixation_stim: autoDraw = False
46.7619 	EXP 	stim_flash_1: autoDraw = True
46.7781 	EXP 	stim_flash_1: autoDraw = False
46.8116 	EXP 	stim_flash_2: autoDraw = True
46.8342 	EXP 	stim_flash_2: autoDraw = False
46.8342 	EXP 	stim_flash_1: autoDraw = False
46.8342 	EXP 	stim_flash_2: autoDraw = False
46.8342 	EXP 	text: autoDraw = True
48.6199 	DATA 	Keypress: 1
48.6310 	EXP 	text: autoDraw = False
48.6310 	EXP 	feedback_text1: height = 0.05
48.6310 	EXP 	feedback_text1: height = 0.05
48.6310 	EXP 	feedback_text1: height = 0.05
48.6310 	EXP 	feedback_text1: text = 'Correct! There was 1 flash.'
48.6310 	EXP 	feedback_text1: autoDraw = True
48.6310 	EXP 	feedback_text2: autoDraw = True
48.8499 	DATA 	Keypress: space
48.8637 	EXP 	feedback_text1: autoDraw = False
48.8637 	EXP 	feedback_text2: autoDraw = False
48.8637 	EXP 	end_practice_text: autoDraw = True
50.7187 	DATA 	Keypress: space
51.8830 	EXP 	Imported stim_conds.csv as conditions, 8 conditions, 7 params
51.8853 	EXP 	Created sequence: random, trialTypes=8, nReps=1, seed=None
51.8869 	EXP 	New trial (rep=0, index=0): OrderedDict([('cond', 0), ('flash_n', 1), ('flash_play_1', 1), ('flash_play_2', 0), ('beep_n', 0), ('beep_play_1', 0), ('beep_play_2', 0)])
51.8916 	DATA 	Keypress: space
51.9018 	EXP 	end_practice_text: autoDraw = False
51.9018 	EXP 	fixation_stim: autoDraw = True
52.4126 	EXP 	fixation_stim: autoDraw = False
52.4126 	EXP 	fixation_stim: autoDraw = False
52.4126 	EXP 	stim_flash_1: autoDraw = True
52.4285 	EXP 	stim_flash_1: autoDraw = False
52.4630 	EXP 	stim_flash_2: autoDraw = True
52.4789 	EXP 	stim_flash_2: autoDraw = False
52.4789 	EXP 	stim_flash_1: autoDraw = False
52.4789 	EXP 	stim_flash_2: autoDraw = False
52.4789 	EXP 	text: autoDraw = True
53.1808 	EXP 	New trial (rep=0, index=1): OrderedDict([('cond', 2), ('flash_n', 0), ('flash_play_1', 0), ('flash_play_2', 0), ('beep_n', 1), ('beep_play_1', 1), ('beep_play_2', 0)])
53.1842 	DATA 	Keypress: 1
53.1978 	EXP 	text: autoDraw = False
53.1978 	EXP 	fixation_stim: autoDraw = True
53.7125 	EXP 	fixation_stim: autoDraw = False
53.7125 	EXP 	fixation_stim: autoDraw = False
53.7125 	EXP 	stim_flash_1: autoDraw = True
53.7293 	EXP 	stim_flash_1: autoDraw = False
53.7617 	EXP 	stim_flash_2: autoDraw = True
53.7784 	EXP 	stim_flash_2: autoDraw = False
53.7784 	EXP 	stim_flash_1: autoDraw = False
53.7784 	EXP 	stim_flash_2: autoDraw = False
53.7784 	EXP 	text: autoDraw = True
54.3484 	EXP 	New trial (rep=0, index=2): OrderedDict([('cond', 5), ('flash_n', 0), ('flash_play_1', 0), ('flash_play_2', 0), ('beep_n', 2), ('beep_play_1', 1), ('beep_play_2', 1)])
54.3522 	DATA 	Keypress: 0
54.3652 	EXP 	text: autoDraw = False
54.3652 	EXP 	fixation_stim: autoDraw = True
54.8700 	EXP 	fixation_stim: autoDraw = False
54.8700 	EXP 	fixation_stim: autoDraw = False
54.8700 	EXP 	stim_flash_1: autoDraw = True
54.8861 	EXP 	stim_flash_1: autoDraw = False
54.9367 	EXP 	stim_flash_2: autoDraw = True
54.9584 	EXP 	stim_flash_2: autoDraw = False
54.9584 	EXP 	stim_flash_1: autoDraw = False
54.9584 	EXP 	stim_flash_2: autoDraw = False
54.9584 	EXP 	text: autoDraw = True
